CustomerID,Age,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
203427,35,Self Enquiry,1,Large Business,Female,4,4,Basic,3,Unmarried,3,0,5,1,2,Manager,25365
203428,29,Self Enquiry,3,Salaried,Male,3,5,Premium,5,Divorced,3,0,4,1,1,Manager,23402
203429,32,Self Enquiry,1,Small Business,Male,4,4,Basic,3,Divorced,3,1,5,1,1,Manager,24857
203430,40,Self Enquiry,3,Salaried,Male,3,5,Premium,3,Divorced,5,1,1,0,2,Manager,24798
203431,52,Company Invited,3,Small Business,Male,3,4,Premium,4,Divorced,4,0,4,0,1,Senior Manager,29274
203432,42,Company Invited,1,Salaried,Female,4,4,Basic,3,Married,5,1,5,0,1,Manager,24145
203433,38,Self Enquiry,1,Salaried,Male,3,4,Basic,3,Divorced,2,1,5,1,2,Executive,21674
203434,34,Company Invited,3,Salaried,Male,4,4,Basic,3,Divorced,8,0,1,1,3,Manager,28676
203435,33,Self Enquiry,3,Small Business,Male,3,4,Premium,4,Divorced,2,1,1,0,2,Manager,22756
203436,40,Company Invited,1,Salaried,Male,4,4,Basic,3,Divorced,5,0,1,0,1,Senior Manager,29598
203437,26,Self Enquiry,3,Salaried,Male,4,2,Basic,3,Divorced,4,0,1,0,1,Manager,24910
203438,53,Company Invited,1,Small Business,Female,3,2,Premium,3,Divorced,4,1,4,0,1,AVP,31925
203439,44,Self Enquiry,1,Small Business,Female,4,5,Basic,3,Unmarried,3,1,4,1,2,Manager,22759
203440,28,Self Enquiry,3,Small Business,Female,4,5,Basic,3,Divorced,3,1,3,1,3,Manager,24447
203441,28,Self Enquiry,1,Salaried,Female,3,4,Basic,3,Single,3,1,5,1,1,Executive,21072
203442,27,Self Enquiry,1,Small Business,Male,3,5,Basic,3,Unmarried,2,0,3,0,1,Executive,22582
203443,43,Self Enquiry,2,Salaried,Female,3,4,Premium,5,Divorced,2,0,3,0,0,AVP,35477
203444,53,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Divorced,2,0,1,1,2,Executive,21628
203445,38,Self Enquiry,1,Small Business,Female,4,4,Basic,3,Unmarried,6,0,3,0,2,Executive,22307
203446,36,Company Invited,1,Salaried,Male,3,4,Premium,3,Unmarried,4,0,3,0,1,Senior Manager,28040
203447,26,Self Enquiry,1,Large Business,Male,3,4,Basic,3,Divorced,6,0,5,1,2,Executive,21907
203448,27,Self Enquiry,1,Salaried,Male,4,2,Basic,5,Unmarried,2,0,1,1,1,Executive,22256
203449,30,Self Enquiry,2,Salaried,Male,3,5,Premium,5,Unmarried,3,0,3,0,1,Senior Manager,26666
203450,50,Company Invited,1,Salaried,Male,4,5,Basic,5,Unmarried,5,0,3,0,2,Manager,22962
203451,30,Company Invited,1,Salaried,Female,3,4,Premium,3,Unmarried,2,1,5,1,1,Senior Manager,26231
203452,55,Self Enquiry,1,Small Business,Female,3,4,Premium,3,Single,5,0,4,1,2,AVP,36006
203453,59,Self Enquiry,1,Small Business,Female,4,4,Premium,4,Divorced,5,1,1,1,3,VP,38379
203454,56,Self Enquiry,1,Small Business,Male,3,2,Premium,3,Married,4,0,5,1,1,AVP,33410
203455,37,Self Enquiry,3,Small Business,Female,3,4,Premium,4,Unmarried,5,1,4,0,2,Manager,27956
203456,32,Company Invited,3,Salaried,Female,3,2,Basic,3,Single,3,0,3,1,2,Executive,20037
203457,31,Self Enquiry,3,Small Business,Female,4,4,Basic,5,Married,2,0,3,1,1,Manager,23457
203458,32,Self Enquiry,1,Salaried,Female,4,4,Premium,4,Single,5,0,1,1,0,AVP,35100
203459,35,Company Invited,1,Salaried,Male,4,4,Basic,5,Married,7,0,1,1,3,Executive,21674
203460,32,Self Enquiry,1,Salaried,Female,3,2,Basic,4,Single,3,0,4,0,2,Executive,19939
203461,28,Self Enquiry,1,Salaried,Male,4,4,Basic,5,Divorced,2,0,5,1,3,Executive,20777
203462,37,Self Enquiry,1,Salaried,Male,3,5,Premium,3,Unmarried,3,0,5,1,2,Manager,24488
203463,37,Self Enquiry,3,Small Business,Female,4,5,Basic,5,Divorced,6,0,5,1,1,Manager,24325
203464,48,Self Enquiry,1,Large Business,Male,4,4,Basic,3,Divorced,2,0,3,1,1,Executive,22098
203465,26,Self Enquiry,3,Salaried,Male,4,5,Basic,5,Divorced,5,0,1,1,1,Executive,23078
203466,38,Company Invited,1,Large Business,Male,3,2,Basic,3,Unmarried,2,0,5,1,1,Executive,22178
203467,57,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Divorced,4,0,5,1,2,Executive,20744
203468,48,Self Enquiry,1,Small Business,Female,3,4,Premium,3,Divorced,5,0,5,1,1,AVP,35847
203469,25,Self Enquiry,3,Small Business,Female,3,4,Premium,3,Divorced,3,1,5,1,1,Manager,22840
203470,33,Self Enquiry,3,Small Business,Male,4,4,Basic,3,Divorced,6,0,5,1,2,Manager,27882
203471,35,Self Enquiry,1,Salaried,Female,3,5,Basic,4,Divorced,7,0,1,1,2,Executive,21972
203472,42,Self Enquiry,1,Small Business,Male,3,2,Basic,3,Divorced,4,1,1,1,2,Executive,20805
203473,41,Company Invited,1,Salaried,Male,3,4,Premium,3,Married,5,0,3,1,1,Manager,22653
203474,32,Self Enquiry,3,Salaried,Male,3,4,Premium,3,Married,3,0,3,1,1,Senior Manager,29471
203475,47,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Married,6,0,3,0,2,Senior Manager,28774
203476,40,Company Invited,1,Salaried,Female,3,5,Basic,5,Unmarried,4,1,3,0,1,Executive,22324
203477,32,Company Invited,1,Salaried,Female,4,2,Basic,4,Unmarried,3,0,3,1,3,Senior Manager,26124
203478,46,Self Enquiry,1,Small Business,Male,4,6,Basic,5,Married,4,1,3,0,1,Senior Manager,29529
203479,32,Self Enquiry,2,Small Business,Female,4,2,Basic,4,Single,2,0,1,0,3,Executive,20787
203480,32,Company Invited,1,Salaried,Male,4,4,Basic,3,Divorced,8,1,3,1,2,Executive,22400
203481,46,Self Enquiry,1,Large Business,Male,3,4,Premium,3,Divorced,6,1,5,1,1,Senior Manager,28058
203482,49,Self Enquiry,3,Small Business,Male,4,4,Basic,5,Married,6,0,4,1,2,Manager,24164
203483,35,Self Enquiry,2,Large Business,Female,3,4,Basic,3,Divorced,3,0,1,1,1,Executive,21420
203484,41,Company Invited,1,Small Business,Male,3,5,Premium,4,Married,4,0,1,1,2,Senior Manager,32435
203485,29,Self Enquiry,3,Small Business,Male,3,4,Premium,5,Unmarried,2,0,1,1,1,Manager,27141
203486,45,Company Invited,1,Salaried,Male,3,5,Basic,3,Unmarried,5,0,1,0,2,Executive,21840
203487,54,Self Enquiry,1,Small Business,Male,3,2,Premium,4,Single,6,0,1,1,0,AVP,35276
203488,50,Self Enquiry,1,Large Business,Male,4,4,Basic,3,Divorced,4,0,3,0,1,Manager,25329
203489,41,Self Enquiry,1,Small Business,Male,4,4,Basic,3,Married,4,0,1,0,1,Executive,21023
203490,45,Self Enquiry,1,Salaried,Male,3,4,Basic,4,Unmarried,3,0,5,1,2,Executive,22098
203491,34,Company Invited,3,Small Business,Male,3,4,Premium,5,Divorced,2,0,3,0,1,Manager,23051
203492,35,Self Enquiry,3,Salaried,Male,3,6,Premium,5,Unmarried,5,0,5,1,2,Manager,23437
203493,31,Self Enquiry,3,Salaried,Male,4,4,Basic,3,Divorced,2,0,3,0,3,Manager,23979
203494,43,Company Invited,1,Small Business,Female,4,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22351
203495,45,Company Invited,3,Small Business,Female,4,4,Basic,3,Divorced,2,0,4,1,2,Manager,23446
203496,31,Company Invited,1,Large Business,Male,4,2,Basic,3,Married,3,0,5,0,1,Executive,19952
203497,58,Self Enquiry,1,Salaried,Male,4,2,Basic,3,Divorced,2,0,3,1,3,Manager,23578
203498,50,Self Enquiry,1,Salaried,Male,3,4,Premium,4,Married,5,0,4,0,2,Senior Manager,29144
203499,35,Company Invited,1,Small Business,Male,4,4,Premium,5,Married,5,0,4,1,3,AVP,35685
203500,29,Company Invited,3,Large Business,Male,4,4,Basic,3,Divorced,5,0,3,1,1,Executive,21587
203501,30,Company Invited,3,Large Business,Female,3,4,Premium,4,Unmarried,7,0,3,0,2,Manager,24443
203502,35,Self Enquiry,3,Small Business,Female,3,5,Premium,4,Unmarried,2,1,5,1,1,Manager,23277
203503,36,Self Enquiry,3,Salaried,Male,4,4,Basic,3,Divorced,3,0,3,1,1,Executive,21082
203504,25,Company Invited,1,Small Business,Male,3,4,Basic,5,Unmarried,4,1,3,0,2,Executive,21850
203505,25,Company Invited,3,Salaried,Female,4,4,Basic,4,Divorced,3,0,1,0,1,Executive,20711
203506,45,Company Invited,1,Small Business,Male,3,4,Premium,3,Single,7,1,1,0,2,Senior Manager,28887
203507,30,Self Enquiry,3,Salaried,Male,4,5,Basic,3,Married,3,0,4,1,1,Manager,27298
203508,31,Self Enquiry,2,Salaried,Male,3,4,Basic,3,Married,2,0,1,0,2,Executive,20742
203509,56,Self Enquiry,1,Salaried,Male,2,4,Premium,3,Divorced,2,1,4,0,1,Manager,22713
203510,34,Self Enquiry,1,Small Business,Female,3,5,Basic,4,Divorced,2,0,1,0,1,Executive,22516
203511,48,Self Enquiry,3,Small Business,Female,4,4,Basic,3,Divorced,5,1,5,1,1,Manager,23269
203512,29,Company Invited,1,Small Business,Male,3,5,Basic,5,Single,2,0,4,0,1,Executive,21239
203513,29,Self Enquiry,1,Salaried,Male,4,5,Basic,3,Married,3,0,4,0,2,Executive,20241
203514,29,Company Invited,3,Salaried,Male,3,4,Premium,5,Unmarried,2,0,3,1,2,Manager,23576
203515,50,Self Enquiry,1,Small Business,Female,3,5,Premium,5,Divorced,6,0,3,1,2,Manager,23467
203516,30,Company Invited,1,Salaried,Female,4,4,Basic,4,Divorced,2,0,5,0,3,Executive,21858
203517,29,Self Enquiry,1,Salaried,Male,4,6,Basic,4,Divorced,3,0,1,1,3,Manager,25227
203518,34,Self Enquiry,1,Salaried,Male,4,4,Basic,3,Unmarried,4,1,3,0,3,Manager,25066
203519,33,Self Enquiry,1,Small Business,Male,2,4,Premium,3,Single,4,0,1,0,1,Senior Manager,29922
203520,55,Company Invited,1,Small Business,Female,3,4,Premium,3,Married,5,0,3,1,0,AVP,34710
203521,30,Self Enquiry,1,Large Business,Male,4,5,Basic,5,Single,8,0,3,0,3,Executive,21040
203522,45,Self Enquiry,1,Salaried,Male,3,4,Premium,5,Divorced,5,0,1,1,0,AVP,35006
203523,40,Self Enquiry,1,Salaried,Female,3,4,Premium,4,Unmarried,6,0,3,0,2,Senior Manager,27054
203524,47,Self Enquiry,3,Salaried,Female,3,4,Premium,4,Divorced,2,0,4,1,0,AVP,35284
203525,36,Self Enquiry,1,Salaried,Female,4,5,Basic,4,Unmarried,3,0,1,1,3,Senior Manager,27284
203526,24,Self Enquiry,1,Salaried,Male,4,4,Basic,3,Single,2,0,4,1,3,Manager,20950
203527,41,Self Enquiry,1,Salaried,Male,3,4,Basic,5,Single,5,0,1,1,2,Executive,20696
203528,35,Self Enquiry,3,Large Business,Male,4,5,Basic,3,Divorced,3,1,1,1,2,Senior Manager,25761
203529,32,Company Invited,1,Salaried,Female,3,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22762
203530,51,Company Invited,1,Small Business,Male,3,6,Premium,3,Single,3,1,1,1,2,AVP,33089
203531,35,Self Enquiry,3,Large Business,Male,3,4,Basic,3,Married,2,1,1,0,2,Executive,20986
203532,43,Self Enquiry,1,Small Business,Male,4,5,Basic,4,Married,6,0,1,1,3,Executive,23519
203533,38,Self Enquiry,1,Small Business,Male,3,4,Premium,3,Married,3,0,1,0,1,Manager,22963
203534,30,Self Enquiry,1,Salaried,Female,3,6,Premium,5,Married,5,0,1,0,1,Manager,28393
203535,34,Self Enquiry,1,Salaried,Male,3,5,Premium,4,Unmarried,3,0,1,0,2,Manager,22998
203536,46,Self Enquiry,1,Large Business,Male,4,4,Basic,3,Married,6,0,3,1,3,Executive,20810
203537,43,Company Invited,1,Salaried,Male,3,4,Premium,3,Married,4,1,3,1,1,Senior Manager,28802
203538,41,Self Enquiry,3,Small Business,Male,3,4,Premium,5,Married,2,0,3,1,2,Manager,24151
203539,34,Self Enquiry,1,Salaried,Male,4,4,Basic,3,Married,3,1,1,1,1,Manager,23885
203540,41,Self Enquiry,2,Small Business,Male,3,4,Premium,3,Single,3,1,3,1,0,AVP,35115
203541,25,Self Enquiry,1,Large Business,Male,3,5,Basic,5,Married,2,0,3,0,1,Executive,20974
203542,41,Company Invited,1,Salaried,Male,4,4,Basic,3,Married,5,1,3,1,2,Manager,22747
203543,46,Self Enquiry,1,Large Business,Male,4,4,Basic,4,Married,3,0,3,1,2,Senior Manager,26119
203544,36,Self Enquiry,3,Salaried,Female,4,5,Basic,3,Married,2,0,4,1,3,Executive,21108
203545,33,Self Enquiry,1,Salaried,Female,4,5,Basic,4,Married,5,0,3,1,1,Manager,24556
203546,37,Self Enquiry,3,Salaried,Male,4,4,Basic,3,Unmarried,5,1,3,0,1,Executive,21322
203547,49,Self Enquiry,3,Salaried,Female,4,4,Basic,3,Married,2,0,4,1,1,Manager,25117
203548,30,Self Enquiry,1,Salaried,Male,4,2,Basic,3,Married,8,0,5,1,1,Executive,21129
203549,34,Self Enquiry,3,Salaried,Male,3,4,Premium,5,Married,4,0,5,1,1,Manager,25070
203550,31,Self Enquiry,3,Salaried,Male,4,5,Basic,5,Married,3,0,4,1,2,Manager,28392
203551,39,Company Invited,2,Salaried,Male,4,4,Basic,3,Married,5,0,3,0,3,Manager,24755
203552,36,Self Enquiry,1,Small Business,Male,4,5,Basic,5,Single,3,0,1,0,3,Executive,21128
203553,31,Self Enquiry,3,Large Business,Male,3,4,Premium,4,Married,5,0,4,0,2,Senior Manager,27928
203554,36,Self Enquiry,1,Salaried,Female,4,4,Basic,5,Married,3,1,1,1,2,Executive,20752
203555,54,Self Enquiry,1,Large Business,Female,4,5,Basic,3,Married,2,0,5,1,3,Senior Manager,28847
203556,39,Self Enquiry,1,Small Business,Male,3,4,Premium,4,Married,6,0,4,0,1,Manager,23533
203557,33,Company Invited,1,Large Business,Male,4,4,Basic,5,Married,6,0,4,1,3,Manager,22765
203558,49,Self Enquiry,1,Salaried,Female,4,4,Basic,5,Married,2,0,1,1,1,Executive,21045
203559,35,Self Enquiry,1,Small Business,Male,3,4,Basic,3,Unmarried,3,0,1,0,2,Executive,21650
203560,56,Self Enquiry,3,Small Business,Male,3,5,Premium,3,Married,3,0,3,1,2,VP,38264
203561,35,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Married,2,0,4,1,1,Manager,24162
203562,27,Self Enquiry,1,Salaried,Female,3,4,Basic,3,Married,3,0,3,1,2,Executive,20739
203563,39,Self Enquiry,3,Salaried,Male,4,4,Basic,4,Married,2,0,5,1,3,Manager,28602
203564,39,Self Enquiry,3,Salaried,Female,3,4,Premium,4,Unmarried,4,0,1,0,1,Manager,22876
203565,37,Self Enquiry,3,Salaried,Female,4,4,Basic,3,Unmarried,8,0,1,1,2,Manager,25493
203566,30,Self Enquiry,1,Small Business,Male,3,4,Basic,5,Unmarried,3,1,3,0,2,Executive,23401
203567,36,Self Enquiry,1,Small Business,Female,3,4,Premium,3,Unmarried,5,1,1,1,1,Manager,24820
203568,40,Self Enquiry,3,Small Business,Male,3,2,Premium,3,Married,4,0,4,1,2,Senior Manager,26915
203569,30,Company Invited,1,Salaried,Male,3,4,Premium,3,Married,3,0,3,0,1,Manager,27531
203570,51,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Married,5,1,5,0,2,VP,38009
203571,24,Self Enquiry,1,Large Business,Male,3,2,Basic,3,Married,4,0,1,1,1,Executive,20751
203572,37,Company Invited,1,Salaried,Male,4,2,Basic,5,Married,5,1,4,1,2,Manager,24240
203573,43,Self Enquiry,1,Salaried,Male,4,5,Premium,3,Single,2,0,1,1,2,VP,38291
203574,36,Self Enquiry,1,Salaried,Male,3,2,Premium,3,Married,3,0,5,1,1,Manager,22085
203575,35,Company Invited,1,Large Business,Male,4,5,Basic,3,Married,3,0,4,1,2,Manager,23741
203576,41,Self Enquiry,3,Salaried,Female,3,4,Premium,5,Married,3,0,3,0,2,Manager,23317
203577,44,Self Enquiry,1,Large Business,Male,3,2,Basic,4,Married,7,0,5,1,2,Executive,23554
203578,36,Self Enquiry,1,Salaried,Male,4,5,Basic,3,Married,3,0,3,1,1,Executive,21368
203579,47,Self Enquiry,3,Salaried,Male,3,2,Premium,5,Single,2,0,4,1,2,AVP,36245
203580,29,Self Enquiry,1,Small Business,Male,3,4,Basic,4,Married,3,1,1,0,1,Executive,21086
203581,23,Company Invited,1,Salaried,Female,3,5,Basic,3,Married,3,1,3,0,1,Executive,21492
203582,51,Company Invited,1,Small Business,Male,3,4,Premium,3,Married,4,1,4,1,2,AVP,29923
203583,33,Self Enquiry,1,Salaried,Female,3,2,Basic,3,Married,5,0,5,1,2,Executive,21990
203584,45,Self Enquiry,1,Small Business,Female,3,4,Premium,3,Married,5,1,4,1,2,VP,37727
203585,31,Self Enquiry,1,Small Business,Male,3,5,Basic,4,Married,3,0,5,0,1,Executive,20819
203586,46,Self Enquiry,1,Small Business,Female,3,6,Premium,5,Unmarried,3,1,3,1,1,Manager,24447
203587,46,Company Invited,3,Small Business,Male,3,5,Premium,5,Married,3,0,3,0,1,Manager,23063
203588,32,Company Invited,3,Salaried,Male,3,4,Premium,5,Unmarried,2,0,1,0,1,Manager,24010
203589,37,Self Enquiry,1,Salaried,Female,4,4,Basic,3,Married,2,1,1,0,3,Manager,23341
203590,35,Company Invited,1,Salaried,Male,3,2,Premium,3,Married,3,0,4,1,1,Manager,23402
203591,50,Self Enquiry,1,Salaried,Female,3,4,Basic,5,Married,3,0,3,0,1,Executive,21889
203592,40,Self Enquiry,1,Small Business,Male,4,4,Basic,5,Married,4,0,5,1,3,Manager,24055
203593,28,Self Enquiry,1,Salaried,Male,4,5,Basic,5,Married,3,0,1,0,1,Executive,22744
203594,36,Self Enquiry,1,Salaried,Male,3,2,Premium,5,Married,3,0,3,0,2,Manager,23886
203595,29,Self Enquiry,1,Small Business,Female,3,6,Premium,5,Married,2,0,4,1,1,Manager,23886
203596,22,Self Enquiry,1,Small Business,Male,4,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21795
203597,19,Company Invited,3,Small Business,Female,4,4,Basic,3,Single,3,1,5,0,2,Executive,20247
203598,48,Self Enquiry,2,Salaried,Female,4,4,Premium,4,Married,5,0,4,1,2,VP,38336
203599,40,Self Enquiry,1,Small Business,Male,4,5,Basic,3,Married,2,0,4,0,3,Manager,21747
203600,41,Self Enquiry,1,Salaried,Female,4,5,Basic,3,Married,3,0,1,1,2,Senior Manager,29113
203601,36,Company Invited,1,Salaried,Female,3,4,Premium,3,Married,3,0,5,1,2,Manager,22826
203602,38,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Married,5,0,1,0,1,Manager,24446
203603,40,Company Invited,1,Small Business,Female,3,4,Premium,3,Unmarried,2,0,3,1,1,Manager,23720
203604,46,Self Enquiry,1,Salaried,Female,3,5,Premium,3,Married,3,0,4,1,2,Manager,24448
203605,39,Self Enquiry,1,Small Business,Female,3,5,Premium,3,Married,5,1,5,1,2,Senior Manager,26434
203606,36,Self Enquiry,3,Small Business,Male,3,5,Premium,5,Married,2,0,5,1,2,Senior Manager,28984
203607,38,Self Enquiry,1,Small Business,Female,4,4,Basic,4,Married,3,0,1,1,1,Executive,22614
203608,41,Self Enquiry,1,Salaried,Female,3,4,Premium,3,Unmarried,8,1,4,1,1,Senior Manager,26623
203609,45,Company Invited,2,Salaried,Male,3,4,Premium,3,Married,6,1,5,1,2,Manager,24421
203610,49,Company Invited,1,Small Business,Male,3,5,Premium,3,Married,4,0,5,1,2,AVP,33880
203611,36,Self Enquiry,3,Small Business,Male,3,6,Premium,3,Married,8,1,1,1,2,Manager,24118
203612,25,Company Invited,1,Large Business,Female,3,4,Basic,3,Unmarried,3,1,3,1,2,Executive,22438
203613,28,Self Enquiry,1,Small Business,Female,3,2,Basic,3,Married,2,0,4,0,1,Executive,22195
203614,28,Company Invited,1,Small Business,Male,3,4,Basic,3,Single,4,0,3,0,2,Executive,21258
203615,41,Self Enquiry,1,Salaried,Male,4,4,Basic,5,Single,5,1,3,0,2,Executive,20844
203616,30,Self Enquiry,3,Small Business,Male,3,5,Premium,3,Unmarried,2,0,4,1,1,Manager,24547
203617,37,Self Enquiry,1,Salaried,Female,3,4,Premium,5,Married,6,0,4,1,2,Senior Manager,26686
203618,26,Company Invited,1,Salaried,Male,4,2,Basic,3,Married,3,0,1,0,2,Manager,23884
203619,40,Self Enquiry,1,Small Business,Male,4,4,Basic,4,Married,6,0,3,1,2,Manager,23973
203620,50,Self Enquiry,1,Salaried,Female,4,4,Premium,4,Married,5,0,4,0,0,AVP,35091
203621,51,Self Enquiry,1,Salaried,Female,3,5,Premium,5,Married,7,0,3,1,1,Senior Manager,31947
203622,21,Self Enquiry,3,Small Business,Female,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21461
203623,35,Self Enquiry,1,Salaried,Female,4,4,Basic,4,Married,3,0,5,1,3,Manager,24111
203624,37,Self Enquiry,1,Salaried,Male,4,4,Basic,4,Single,4,0,1,0,3,Executive,20691
203625,50,Self Enquiry,1,Salaried,Female,3,5,Premium,3,Married,4,1,5,1,1,AVP,32644
203626,37,Company Invited,1,Small Business,Female,3,5,Premium,3,Married,2,0,5,1,2,Manager,23052
203627,37,Self Enquiry,1,Salaried,Male,4,2,Basic,5,Married,8,0,1,1,3,Manager,25520
203628,55,Self Enquiry,1,Small Business,Female,4,4,Premium,3,Married,5,0,1,1,2,AVP,36104
203629,44,Self Enquiry,1,Salaried,Male,4,5,Premium,3,Married,3,0,3,1,2,AVP,36281
203630,36,Company Invited,3,Salaried,Male,3,4,Premium,3,Unmarried,5,1,3,1,1,Manager,23259
203631,39,Company Invited,1,Salaried,Male,3,4,Premium,3,Married,2,0,5,1,1,Manager,23413
203632,30,Self Enquiry,3,Small Business,Male,3,5,Premium,4,Married,3,1,5,0,1,Manager,22865
203633,34,Self Enquiry,3,Small Business,Male,4,4,Basic,3,Married,3,0,3,1,2,Manager,24183
203634,33,Self Enquiry,1,Small Business,Male,3,4,Premium,4,Married,2,0,4,0,2,Manager,24148
203635,32,Self Enquiry,3,Salaried,Female,4,4,Basic,3,Married,3,0,1,0,3,Manager,24154
203636,50,Self Enquiry,1,Small Business,Female,4,4,Basic,5,Married,6,1,1,1,2,Executive,21265
203637,39,Company Invited,1,Small Business,Female,3,5,Basic,4,Single,3,0,1,1,1,Executive,21118
203638,48,Self Enquiry,3,Salaried,Female,3,2,Premium,4,Married,8,0,1,0,0,AVP,34650
203639,50,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Single,6,0,3,1,1,AVP,34057
203640,42,Self Enquiry,3,Salaried,Male,4,4,Basic,3,Unmarried,5,1,3,0,3,Senior Manager,25760
203641,21,Self Enquiry,3,Salaried,Male,3,4,Basic,5,Unmarried,3,0,1,0,2,Executive,21406
203642,34,Company Invited,3,Salaried,Female,3,4,Premium,3,Married,3,1,1,0,1,Manager,24046
203643,37,Self Enquiry,1,Salaried,Male,4,4,Basic,3,Married,8,0,3,1,1,Manager,24025
203644,45,Self Enquiry,2,Salaried,Female,3,4,Basic,3,Married,6,1,3,1,1,Executive,21873
203645,24,Self Enquiry,1,Small Business,Male,4,5,Basic,3,Unmarried,3,1,4,1,3,Executive,22667
203646,39,Self Enquiry,1,Small Business,Female,3,4,Basic,3,Married,2,0,5,0,1,Executive,21984
203647,54,Self Enquiry,1,Small Business,Male,3,2,Premium,3,Married,5,0,3,0,2,Senior Manager,25683
203648,49,Company Invited,3,Small Business,Female,4,4,Basic,3,Married,4,1,4,1,2,Executive,21333
203649,33,Self Enquiry,1,Salaried,Male,4,4,Basic,4,Single,3,0,3,1,2,Executive,20071
203650,27,Company Invited,1,Small Business,Male,4,4,Basic,3,Single,3,0,4,1,3,Executive,21248
203651,56,Self Enquiry,1,Large Business,Male,4,5,Basic,4,Married,7,0,1,1,2,Executive,22215
203652,35,Self Enquiry,1,Small Business,Male,3,5,Premium,3,Married,3,0,4,1,2,Manager,22664
203653,61,Self Enquiry,1,Small Business,Male,4,6,Basic,3,Married,5,0,5,0,1,Senior Manager,29561
203654,34,Self Enquiry,1,Small Business,Male,4,2,Basic,4,Married,3,0,1,1,2,Executive,20706
203655,38,Company Invited,3,Small Business,Male,3,6,Premium,3,Married,3,0,1,0,2,Manager,28203
203656,35,Self Enquiry,1,Salaried,Female,3,5,Basic,3,Married,3,0,4,1,2,Executive,21607
203657,24,Self Enquiry,3,Salaried,Male,3,4,Basic,3,Married,3,1,1,1,1,Executive,20953
203658,45,Self Enquiry,1,Salaried,Female,4,2,Basic,3,Married,3,1,4,1,1,Senior Manager,26557
203659,36,Company Invited,1,Small Business,Male,4,5,Basic,3,Unmarried,2,1,3,1,1,Executive,23608
203660,44,Self Enquiry,3,Small Business,Male,4,4,Basic,3,Married,3,1,3,0,1,Manager,26525
203661,25,Self Enquiry,1,Small Business,Male,4,2,Basic,3,Married,3,0,1,0,1,Executive,23079
203662,42,Self Enquiry,3,Small Business,Male,3,4,Premium,3,Unmarried,3,0,5,1,1,Senior Manager,27919
203663,30,Self Enquiry,1,Small Business,Female,3,4,Basic,3,Married,2,0,5,1,2,Executive,21652
203664,37,Self Enquiry,3,Salaried,Female,3,4,Premium,3,Unmarried,5,0,4,1,2,Manager,23180
203665,46,Company Invited,1,Salaried,Male,4,5,Basic,3,Married,5,0,1,1,3,Senior Manager,29426
203666,25,Self Enquiry,2,Salaried,Male,3,6,Basic,3,Married,3,0,1,0,2,Executive,20233
203667,48,Company Invited,3,Salaried,Male,3,6,Premium,3,Married,2,0,5,1,2,AVP,31614
203668,27,Self Enquiry,1,Small Business,Male,4,6,Basic,3,Married,3,0,3,0,3,Executive,20983
203669,46,Self Enquiry,1,Large Business,Female,3,5,Premium,4,Single,3,0,3,1,0,AVP,35382
203670,33,Company Invited,1,Salaried,Male,3,4,Basic,3,Married,8,0,1,0,1,Executive,22111
203671,32,Self Enquiry,1,Salaried,Male,4,4,Basic,3,Married,3,0,5,0,3,Executive,22155
203672,42,Company Invited,2,Salaried,Male,3,6,Premium,4,Married,8,0,5,0,2,Manager,25108
203673,41,Self Enquiry,1,Salaried,Female,4,4,Basic,5,Married,4,1,1,0,1,Manager,25194
203674,25,Self Enquiry,1,Small Business,Male,4,4,Basic,5,Married,3,0,4,1,2,Executive,22585
203675,47,Self Enquiry,1,Salaried,Male,3,4,Premium,4,Unmarried,8,0,4,1,1,Manager,24240
203676,36,Self Enquiry,1,Salaried,Male,3,4,Premium,3,Married,4,0,5,0,2,Manager,25561
203677,31,Self Enquiry,1,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,1,Executive,21540
203678,48,Company Invited,3,Small Business,Male,3,4,Premium,4,Married,2,0,1,0,2,Manager,23656
203679,47,Self Enquiry,3,Salaried,Male,4,4,Basic,3,Married,6,1,3,0,3,Senior Manager,29046
203680,37,Self Enquiry,3,Small Business,Male,4,5,Basic,5,Married,7,1,1,1,1,Manager,24812
203681,33,Self Enquiry,3,Salaried,Male,3,6,Premium,4,Unmarried,8,0,3,0,2,Manager,25413
203682,24,Self Enquiry,1,Small Business,Female,3,4,Basic,4,Unmarried,3,0,3,1,2,Executive,21973
203683,32,Company Invited,1,Large Business,Female,2,4,Premium,3,Unmarried,4,0,1,1,1,Manager,23916
